Frances~Bentley~BentleyF~187 Pale Road, Exeter Two~EX2 2HY~Devon~BentleyF@yahoo.org.co.uk.edu.gov~07700 900620~{yuh:o9}%Ns#rK2H$>\=qE~0~[False, False, False, False, False, False, False, False, False, False, False, False]
Melissa~Andrade~AndradeM~228 Monk Close, Exeter Two~EX2 8OR~Devon~AndradeM@yahoo.org.co.uk.edu.gov~07700 900669~KttK,405N.E'Z=4(`!<~0~[False, False, False, False, False, False, False, False, False, False, False, False]
Jeremy~Conner~ConnerJ~235 Pale Close, Exeter Two~EX1 8FP~Devon~ConnerJ@yahoo.org.co.uk.edu.gov~07700 900193~}IFk|,3_Sl^E@AFK\&"R]Nvs0~0~[False, False, False, False, False, False, False, False, False, False, False, False]
Isabella~Pace~PaceI~212 Coopers Road, Exeter Two~EX4 7RW~Devon~PaceI@yahoo.org.co.uk.edu.gov~07700 900183~(td$806lVK(^(v$m9iFv;L~0~[False, False, False, False, False, False, False, False, False, False, False, False]
Alice~Patton~PattonA~97 Monks Close, Exeter Two~EX10 6WD~Devon~PattonA@yahoo.org.co.uk.edu.gov~07700 900867~j10]shK#tA]+CuOTK~0~[False, False, False, False, False, False, False, False, False, False, False, False]
Thomas~Mcintyre~McintyreT~225 Monks Street, Exeter Two~EX4 9XN~Devon~McintyreT@yahoo.org.co.uk.edu.gov~07700 900335~tEYi&8m*F{#$E2>[}eJl?y:RE~0~[False, False, False, False, False, False, False, False, False, False, False, False]
Kevin~Hopkins~HopkinsK~130 Bees Street, Exeter Two~EX9 6IZ~Devon~HopkinsK@yahoo.org.co.uk.edu.gov~07700 900355~An#yi>%+1|Zm$7E[uy}"#n~0~[False, False, False, False, False, False, False, False, False, False, False, False]
Philip~Walsh~WalshP~102 Monks Road, Exeter Two~EX2 1CB~Devon~WalshP@yahoo.org.co.uk.edu.gov~07700 900861~g6FYDF>)T*i<~0~[False, False, False, False, False, False, False, False, False, False, False, False]
Jacob~Truong~TruongJ~65 Monk Green, Exeter Two~EX10 8LX~Devon~TruongJ@yahoo.org.co.uk.edu.gov~07700 900396~<t92V`l/5LiFI`Z:~0~[False, False, False, False, False, False, False, False, False, False, False, False]
Judith~Schmidt~SchmidtJ~141 Monks Road, Exeter Two~EX10 2TS~Devon~SchmidtJ@yahoo.org.co.uk.edu.gov~07700 90015~M4ByFw]FP_w`^{~0~[False, False, False, False, False, False, False, False, False, False, False, False]
Christine~Raymond~RaymondC~66 Birch Road, Exeter Two~EX9 1MP~Devon~RaymondC@yahoo.org.co.uk.edu.gov~07700 900574~tfvBHVR%9~0~[False, False, False, False, False, False, False, False, False, False, False, False]
Isabella~Melton~MeltonI~41 Silk Close, Exeter Two~EX10 4XT~Devon~MeltonI@yahoo.org.co.uk.edu.gov~07700 900834~nZAeTz1_iA-R%!^]]%L$tt=A~0~[False, False, False, False, False, False, False, False, False, False, False, False]
Carolyn~Hobbs~HobbsC~241 Birch Green, Exeter Two~EX10 8FK~Devon~HobbsC@yahoo.org.co.uk.edu.gov~07700 900909~%:U20_xN9YkcmzT?n8U>y~0~[False, False, False, False, False, False, False, False, False, False, False, False]
Deborah~Mcmillan~McmillanD~72 Monks Road, Exeter Two~EX7 9GP~Devon~McmillanD@yahoo.org.co.uk.edu.gov~07700 900797~5:5Z(6^}H}$4qH-o_5\ts5&~0~[False, False, False, False, False, False, False, False, False, False, False, False]
Larry~Roy~RoyL~21 Monks Street, Exeter Two~EX6 10CW~Devon~RoyL@yahoo.org.co.uk.edu.gov~07700 90064~.dQF1Xw+`P)1g.R<03-eYe*~0~[False, False, False, False, False, False, False, False, False, False, False, False]
Kimberly~Faulkner~FaulknerK~155 Coopers Street, Exeter Two~EX10 6MJ~Devon~FaulknerK@yahoo.org.co.uk.edu.gov~07700 9008~%\rQcUE#CsBTEc3i<*?C.k+&`|T%n~0~[False, False, False, False, False, False, False, False, False, False, False, False]
Willie~Stephenson~StephensonW~20 Pale Street, Exeter Two~EX5 4TE~Devon~StephensonW@yahoo.org.co.uk.edu.gov~07700 900446~L`|<H\<3Wd"hV2g~0~[False, False, False, False, False, False, False, False, False, False, False, False]
Jesse~Mays~MaysJ~134 Birch Street, Exeter Two~EX3 3QT~Devon~MaysJ@yahoo.org.co.uk.edu.gov~07700 900969~J=Y_so_#O)wBG%hw>XH7~0~[False, False, False, False, False, False, False, False, False, False, False, False]
Brian~Joseph~JosephB~140 Monk Street, Exeter Two~EX5 9YG~Devon~JosephB@yahoo.org.co.uk.edu.gov~07700 900578~'^`#FN9|`hCd~0~[False, False, False, False, False, False, False, False, False, False, False, False]
Dennis~Finley~FinleyD~166 Silk Green, Exeter Two~EX6 10UF~Devon~FinleyD@yahoo.org.co.uk.edu.gov~07700 900901~lx=c6/R2f;jk]5L?_~0~[False, False, False, False, False, False, False, False, False, False, False, False]
Randy~Shelton~SheltonR~247 Silk Close, Exeter Two~EX3 7IW~Devon~SheltonR@yahoo.org.co.uk.edu.gov~07700 900387~-b/ASc5b~0~[False, False, False, False, False, False, False, False, False, False, False, False]
